Classifier,N_components,Training time,Training std,Testing time,Testing std
LogisticRegression,2,14.19537996407598,0.03618262996526912,0.054959952831268304,0.0061776375703369015
LogisticRegression,3,15.18429999705404,0.67748149248213,0.06453997921198608,0.007634841394652658
LogisticRegression,4,15.135339996777477,0.13384497339326185,0.06380996201187374,0.007632621647686343
LogisticRegression,5,18.814750039018694,0.18211956669514268,0.058280001394450665,0.00693956789877739
LogisticRegression,6,21.40389000996948,0.1295825353515296,0.059249927289783955,0.012440521384022562
LogisticRegression,7,23.669190029613677,0.23652614035887135,0.06012993399053812,0.006164936922382546
LogisticRegression,8,32.184009975753725,0.7302484620585437,0.05031989421695472,0.03098979228815877
LogisticRegression,9,28.24033000506461,0.2626898699241451,0.06065999623388052,0.010053934548720361
LogisticRegression,10,27.257900033146143,0.09930925826937441,0.059500057250261314,0.009656418574117129
LogisticRegression,11,34.75378002040089,0.8930449650081539,0.07180010434240104,0.012977276896236475
LogisticRegression,12,50.5203199805692,3.2031948631582843,0.07221999112516642,0.0160876836920702
LogisticRegression,13,44.54828989692033,0.34026216660031805,0.06464999169111253,0.012482019002414269
LogisticRegression,14,43.81097005680205,0.14833323725005185,0.06374006625264884,0.013163073133368385
LogisticRegression,15,48.408029926940806,0.5505441079079604,0.0627800589427352,0.019184848871601268
LogisticRegression,16,56.23285004403442,1.1137783018139402,0.06359003018587829,0.016729077831395996
LogisticRegression,17,55.54711997974665,0.9854941626961146,0.044509908184409155,0.03151309799282217
LogisticRegression,18,57.801870023831725,0.6636867457062559,0.06678013596683742,0.016401731756541832
LogisticRegression,19,63.71152007486673,0.36112433465687593,0.07745001930743457,0.01672445053362734
LogisticRegression,20,70.78439998440446,0.4620834065801205,0.07542995736002923,0.019021741201048194
LogisticRegression,21,72.58020997978747,1.4476174325413422,0.06544003263115883,0.020518162901925818
LogisticRegression,22,69.69968997873367,0.4552057268306635,0.0698699848726392,0.020310805340719593
LogisticRegression,23,68.65471007768066,0.5404112000261216,0.06988991517573595,0.022634831741782428
LogisticRegression,24,65.15000993385912,0.4070420249894346,0.06987005472183229,0.02199231971872636
LogisticRegression,25,73.66987995337693,0.585359469520264,0.07195002399384977,0.021558145234925847
LogisticRegression,26,69.0850299783051,0.813846402358347,0.08370000869035721,0.025349545054520427
LogisticRegression,27,84.1995700262487,1.8740116905302828,0.08145007304847242,0.024868450086408797
LogisticRegression,28,86.76035003736617,2.380356761375122,0.1936799846589566,0.03228057534626846
LogisticRegression,29,104.4834099477157,0.5818216737127527,0.19169994629919535,0.021535092011280767
LogisticRegression,30,86.66392997838558,1.591444049100751,0.18792999908328062,0.019508460885190343
LogisticRegression,31,99.03128000441941,1.772853567765529,0.19101996440440416,0.020432941714246852
LogisticRegression,32,97.60478995740414,0.38638651065456653,0.19223010167479523,0.020444970247094497
LogisticRegression,33,104.73063993267715,0.8097405448206797,0.19007998052984476,0.0324295610555681
LogisticRegression,34,102.35303998924793,1.844877011746883,0.18058998975902796,0.011080685871802495
LogisticRegression,35,102.27724995929748,1.847622199360753,0.18708994612097746,0.02187758873634988
LogisticRegression,36,104.00739007163794,1.368166367331641,0.19500998314470058,0.03069016463494855
LogisticRegression,37,106.15251997951418,0.5382194777308238,0.1976499101147056,0.028726058741181112
LogisticRegression,38,95.1342800166458,1.6193602681160477,0.20089992322027686,0.025028992928195375
LogisticRegression,39,104.48783999308942,1.7464219319224583,0.20555001683533197,0.028012498504845697
LogisticRegression,40,71.818200009875,1.959287659480184,0.19397002179175618,0.029917373843225275
LogisticRegression,41,75.41334996931255,1.6066868445276405,0.20051002502441406,0.026311754366199352
LogisticRegression,42,72.9647899977863,0.8197787056605023,0.19992010202258823,0.03542255278598095
LogisticRegression,43,72.69807995762677,0.72199445513139,0.2007599221542478,0.023571667134957685
LogisticRegression,44,72.33272001612934,1.1457568906771425,0.20411000587046146,0.028309762521758326
LogisticRegression,45,118.40761993080378,1.4812472297816015,0.20287011284381154,0.036337534611013196
LogisticRegression,46,119.84889998566362,2.224085881854789,0.2006699563935399,0.02256642868539819
LogisticRegression,47,110.76688007451595,2.908510132697865,0.19836993888020518,0.029425209276845898
LogisticRegression,48,102.61124002281575,3.1927603279508925,0.1975399209186435,0.038816538822873635
KNeighborsClassifier,2,2.216409961692989,0.07605988593469638,30.213689943775535,0.2705702929537364
KNeighborsClassifier,3,2.636670111678541,0.08560734252929987,32.47453002259135,0.15600622174094347
KNeighborsClassifier,4,3.0980100389570002,0.07812420845170726,35.41784991975874,0.35054051572727246
KNeighborsClassifier,5,3.5688299220055346,0.06032790106050446,38.51778996177018,0.29014204334964616
KNeighborsClassifier,6,3.9619599701836714,0.08108358167913601,46.91481003537774,0.8515165752379348
KNeighborsClassifier,7,4.448889940977097,0.08562744197313295,57.5797500088811,0.33506424325151096
KNeighborsClassifier,8,4.870370030403138,0.07032715952073534,90.17510993871839,0.9067227231955957
KNeighborsClassifier,9,5.267280037514865,0.13213613466091892,84.09902004059404,1.7320944714479325
KNeighborsClassifier,10,5.749489949084818,0.075835508296483,111.47129000164568,0.9485890650990313
KNeighborsClassifier,11,6.169299967586994,0.08286689848874138,129.21240995638072,1.1833470527160181
KNeighborsClassifier,12,6.470460002310574,0.16429737258570554,151.53702006209645,1.8247661506313109
KNeighborsClassifier,13,6.973430002108217,0.1116031320871422,196.53399004600948,0.3571403753170645
KNeighborsClassifier,14,7.343619968742131,0.09988947080019181,237.16638998594135,0.34836965937468595
KNeighborsClassifier,15,7.715890044346453,0.12014351493838366,270.12390997260815,0.18658497500555718
